Record_ID,DateKey,GeographyKey,DisasterTypeKey,Disaster_Occurred,Compound_Event,Hazard_Severity,Rainfall_Anomaly,Temperature_Anomaly,Wind_Speed_kmph,River_Level_Metres,Soil_Moisture,Drought_Index,Vegetation_Index,Seismic_Activity_Index,Hazard_Score,Exposure_Score,Vulnerability_Score,Preparedness_Score,Disaster_Risk_Score,Risk_Category,Emergency_Response_Time_Minutes
REC_2018_07_D_070,20180701,70,1,0,0,0.0,-0.6842,1.1813,16.09,4.29,0.948,25.45,0.6001,0.517,15.299078829483031,25.63655020820005,35.93140746796563,80.85725158409807,23.81026275106672,Low,86.6
REC_2018_07_D_071,20180701,71,1,0,0,0.0,-0.796,0.0909,60.46,7.09,0.95,5.84,0.5909,0.365,22.17559269906406,54.15905091388214,55.74090803043034,67.14309046770973,40.699049452255394,High,112.7
REC_2018_07_D_072,20180701,72,2,1,0,4.38,0.0805,-1.2395,59.41,5.56,0.95,8.47,0.6385,0.362,21.913137497367007,18.85155183658014,59.41025133622982,77.92060208580553,30.55527162525149,Low,83.6
REC_2018_07_D_073,20180701,73,1,0,0,0.0,-0.6673,-1.121,54.72,5.45,0.95,2.85,0.6876,0.383,25.12937500033064,6.106037798835583,61.236968644141925,38.49202522477566,36.67615906588844,High,58.1
REC_2018_07_D_074,20180701,74,1,0,0,0.0,0.0191,0.4884,46.11,6.71,0.95,14.27,0.663,0.393,13.648318966556108,64.85550048998749,73.9787039576685,71.19525895692807,44.56399501049522,Critical,85.4
REC_2018_07_D_075,20180701,75,1,0,0,0.0,0.8243,1.0821,38.68,6.17,0.95,11.96,0.6372,0.385,21.669068241274463,36.612097731371605,13.363900151154551,66.43993476479572,25.70673299005473,Low,58.6
REC_2018_07_D_076,20180701,76,1,0,0,0.0,0.2703,0.6761,37.23,6.29,0.95,17.5,0.6403,0.36,14.086201222739378,43.90038073636651,40.445272408107584,61.82453979737786,32.94736569346476,Moderate,95.7
REC_2018_07_D_077,20180701,77,1,0,0,0.0,-0.7834,0.2439,33.83,4.06,0.933,22.61,0.5484,0.385,15.351156860033086,60.755894465365735,61.64748972693583,65.72220916397846,42.06175127328963,Critical,88.1
REC_2018_07_D_078,20180701,78,1,0,0,0.0,-0.3403,0.2406,26.05,3.95,0.9142,34.91,0.6443,0.425,9.498810631710125,26.31788686447562,38.63060840327855,67.76756713697992,25.5332535790556,Low,65.3
REC_2018_07_D_079,20180701,79,1,0,0,0.0,-0.3019,-0.5943,25.43,4.17,0.95,23.46,0.6128,0.388,10.68701753109115,33.47389916082457,69.14350928869501,51.289444526100645,38.60256846648712,High,85.5
REC_2018_07_D_080,20180701,80,1,0,0,0.0,-0.2618,0.1225,16.12,4.15,0.95,27.38,0.5629,0.351,4.859871967844424,32.05784194890292,51.02901124220326,63.41947823686303,29.545779240757263,Low,100.3
REC_2018_07_D_081,20180701,81,1,0,0,0.0,0.1749,0.9749,60.46,6.3,0.95,14.77,0.6143,0.315,21.303150477095556,66.23802828235068,46.598088812255554,71.18403012517044,40.36316839174614,High,77.2
REC_2018_07_D_082,20180701,82,1,0,0,0.0,-0.2895,-0.889,56.46,5.69,0.95,13.65,0.6087,0.346,20.8662167622834,66.3037404340724,36.53525571352939,57.44433978482565,40.48074610862034,High,138.7
REC_2018_07_D_083,20180701,83,1,0,0,0.0,-0.2872,0.2915,52.78,5.45,0.95,6.94,0.714,0.284,16.150049042941095,70.20372633725829,65.05008879416324,40.02864268669055,50.6527399583996,Critical,67.5
REC_2018_07_D_084,20180701,84,1,0,0,0.0,-0.3287,-0.2194,43.7,5.54,0.95,12.68,0.6462,0.299,13.59317868205312,9.304145634843293,64.36634144859508,51.07909247142894,32.27975688118974,Moderate,132.0
REC_2018_07_D_085,20180701,85,1,0,0,0.0,-0.1587,1.1172,37.34,5.43,0.95,7.57,0.6112,0.337,15.412702460066814,61.62784692405083,48.340784224104496,59.00350829165036,40.315266866728805,High,46.1
REC_2018_07_D_086,20180701,86,1,0,0,0.0,0.4656,0.5726,36.6,7.04,0.95,10.78,0.597,0.286,14.5781129862176,67.92039818984033,54.86070461332965,42.23072003303664,46.62256559005045,Critical,102.9
REC_2018_07_D_087,20180701,87,1,0,0,0.0,-0.2318,-1.2677,33.48,5.59,0.95,13.9,0.6497,0.292,15.477358975653312,31.210791226833432,61.47820706611718,58.64352724976008,36.08675181598163,High,54.5
REC_2018_07_D_088,20180701,88,1,0,0,0.0,0.6504,0.8337,28.53,6.97,0.95,20.85,0.5363,0.294,15.32590945342128,80.88105302951558,45.12614800124352,58.909892603797616,44.31759457295664,Critical,124.6
REC_2018_07_D_089,20180701,89,1,0,0,0.0,-0.5154,-0.1992,19.73,3.88,0.95,18.95,0.6175,0.351,8.514821882762954,53.90216232964976,44.8541956985197,72.08396508259094,32.82674305535306,Moderate,61.2
REC_2018_07_D_090,20180701,90,1,0,0,0.0,0.015,0.836,18.36,4.8,0.95,22.09,0.5648,0.294,6.903695889650684,20.626373056878137,81.2202862415644,73.49987897706603,32.832797796092635,Moderate,79.9
REC_2018_07_D_091,20180701,91,1,0,0,0.0,1.255,0.108,60.39,8.36,0.95,6.87,0.6126,0.27,25.64140197677144,51.20799653452584,66.93782311851851,73.49964172635276,42.52894716102197,Critical,92.6
REC_2018_07_D_092,20180701,92,1,0,0,0.0,-0.5548,1.1914,56.72,5.96,0.95,11.93,0.6454,0.267,24.40152211111484,5.772324559440619,62.76956154782776,68.71857292387617,30.712213575376317,Low,154.6
REC_2018_07_D_093,20180701,93,1,0,0,0.0,0.748,-0.1614,54.44,6.85,0.95,5.78,0.729,1.123,25.067843430870614,21.716903782471693,24.762202715333565,20.748070086702946,34.99051563637191,Moderate,42.7
REC_2018_07_D_094,20180701,94,1,0,0,0.0,-1.2252,-0.6164,47.99,5.0,0.95,8.25,0.6468,0.187,24.07055969545077,28.110065091302328,29.27211166220838,56.580579895582446,30.25059611789642,Low,96.7
REC_2018_07_D_095,20180701,95,1,0,0,0.0,-0.075,-2.3072,39.37,6.96,0.95,6.88,0.5832,0.191,20.858009219818022,4.860349367969241,46.30417722322737,74.26809905789818,24.19491460216492,Low,99.3
REC_2018_07_D_096,20180701,96,1,0,0,0.0,1.0775,1.7142,37.98,8.21,0.95,15.97,0.6197,0.2,25.967698474521136,42.43213045314718,63.62308952905469,55.524406073044034,43.199233323298,Critical,97.0
REC_2018_07_D_097,20180701,97,1,0,0,0.0,0.4696,1.6096,29.65,8.17,0.95,18.21,0.5795,0.239,17.97111760444228,60.15112109160085,32.53574805341968,67.32653344188483,35.09774587921085,Moderate,114.9
REC_2018_07_D_098,20180701,98,1,0,0,0.0,0.7093,-0.0605,24.49,6.93,0.95,16.43,0.6178,0.268,10.300308944772176,18.753597852334053,64.71620775525972,12.555274995991043,41.44648908613189,Critical,123.9
REC_2018_07_D_099,20180701,99,1,0,0,0.0,0.0899,-0.4435,21.99,4.42,0.95,24.11,0.5701,0.196,5.857828625024439,46.298144893983,77.9555624137435,64.88576787364909,39.84362183970914,High,70.1
REC_2018_07_D_100,20180701,100,1,0,0,0.0,0.4267,-0.844,18.72,5.26,0.95,19.63,0.6704,0.277,10.513364141050827,21.884946429729712,44.448014705069134,34.4460806807955,32.848033389855864,Moderate,47.4
REC_2018_08_D_001,20180801,1,1,0,0,0.0,-0.1959,0.1748,54.96,5.23,0.95,4.56,0.7218,0.9,19.136961886752808,47.86799923487979,72.64442181473187,82.11955849363103,39.44528212970255,High,137.8
REC_2018_08_D_002,20180801,2,1,0,0,0.0,0.3295,-0.3423,54.79,6.48,0.95,10.14,0.6258,0.9,21.15796722343209,67.22951964203348,23.16171490364122,69.11516033037428,35.12216673737345,Moderate,71.2
REC_2018_08_D_003,20180801,3,1,0,0,0.0,-0.2221,-0.6119,52.76,4.45,0.95,8.46,0.6692,0.9,21.111402230099813,32.9685257241952,54.90561995186298,52.30997078795146,37.8399629304542,High,65.8
REC_2018_08_D_004,20180801,4,1,0,0,0.0,1.3354,0.68,46.76,8.03,0.95,11.3,0.6581,0.9,29.39919695171181,31.12412969763669,44.49945391453559,14.169405440615998,44.89177390043341,Critical,156.2
REC_2018_08_D_005,20180801,5,1,0,0,0.0,0.3383,-0.9961,41.78,6.27,0.95,5.71,0.6481,0.9,21.048002625488664,33.10544383401,34.321776962927,66.18068573567516,29.935068839745817,Low,60.8
REC_2018_08_D_006,20180801,6,1,0,0,0.0,-0.5332,-2.2916,36.12,4.19,0.95,7.02,0.6055,0.9,28.16363739075968,71.54470763253634,73.00765836138176,65.24098971202602,51.53898477330223,Critical,51.7
REC_2018_08_D_007,20180801,7,1,0,0,0.0,-0.5249,-0.8234,31.32,4.38,0.95,8.12,0.6335,0.9,18.710446890677545,20.2387914538284,43.95824757040232,54.63283756274875,30.735826310711197,Low,58.2
REC_2018_08_D_008,20180801,8,1,0,0,0.0,0.1945,1.0466,26.77,5.31,0.95,12.29,0.6377,0.9,15.75312257938387,40.69340736706874,39.60350081987296,64.23231159068814,31.95370150241296,Moderate,130.7
REC_2018_08_D_009,20180801,9,1,0,0,0.0,-0.7652,0.9672,20.14,3.35,0.95,16.9,0.6071,0.9,18.354943147568925,50.08491263786348,53.10418209807553,58.55649434716943,39.592457758821546,High,142.3
REC_2018_08_D_010,20180801,10,1,0,0,0.0,0.1081,1.9757,18.27,4.08,0.95,27.36,0.533,0.9,17.617417431916525,66.80242329254789,50.51203122664417,72.93139704626401,40.02755945012017,High,125.2
REC_2018_08_D_011,20180801,11,1,0,0,0.0,-0.2058,0.8639,61.56,5.75,0.95,7.85,0.6166,0.82,24.38653614358211,12.3972657725921,48.83636581485989,52.59801440993439,32.10476585795075,Moderate,91.8
REC_2018_08_D_012,20180801,12,1,0,0,0.0,-0.8329,-0.3897,57.41,4.61,0.95,11.01,0.6567,0.82,26.04064487888497,19.386169810733687,60.40118317747664,69.1254531216438,33.93394108638931,Moderate,103.7
REC_2018_08_D_013,20180801,13,1,0,0,0.0,0.0158,-0.4002,50.86,4.61,0.95,2.12,0.5855,0.82,17.13177436924158,19.00790603810396,29.05053961777632,75.62681841126087,22.028780042490368,Low,111.0
REC_2018_08_D_014,20180801,14,1,0,0,0.0,-0.0136,0.052,47.73,4.48,0.95,6.17,0.606,0.82,14.31408131118403,60.67758591334962,48.258667893023045,66.29205991985005,38.26987586097837,High,104.0
REC_2018_08_D_015,20180801,15,1,0,0,0.0,0.0787,-0.5301,37.13,5.73,0.95,9.32,0.5757,0.82,14.428987739264205,62.93625117286799,54.17174621865668,66.57940287092325,40.28981509547578,High,98.3
REC_2018_08_D_016,20180801,16,1,0,0,0.0,-0.6575,0.7917,37.28,4.19,0.95,13.79,0.5822,0.82,20.911902583841425,72.62325642657125,46.42301970965487,72.43592843076276,41.54795412305641,Critical,61.7
REC_2018_08_D_017,20180801,17,1,0,0,0.0,-1.8534,-1.0838,27.92,3.41,0.8704,10.23,0.5728,0.82,30.16766417306064,41.52962639845882,38.84062459898227,62.20012948804264,36.70283610366993,High,65.7
REC_2018_08_D_018,20180801,18,1,0,0,0.0,0.1918,-0.185,22.63,4.9,0.95,9.34,0.619,0.82,9.351584277815432,39.88696650391908,55.54368260944091,38.2422554777414,39.01468646613635,High,54.8
REC_2018_08_D_019,20180801,19,1,0,0,0.0,-0.1224,-1.4838,20.46,4.17,0.95,8.94,0.629,0.82,15.200794401840655,14.328549093174011,57.20085496817956,65.22117071653376,29.39835519258384,Low,100.9
REC_2018_08_D_020,20180801,20,1,0,0,0.0,-0.7827,0.505,21.19,3.11,0.95,19.58,0.6435,0.82,15.799427258290535,19.564482326825814,55.0841304589801,82.76632865874386,26.848715642189863,Low,91.4
REC_2018_08_D_021,20180801,21,1,0,0,0.0,0.6885,-0.1246,61.35,6.51,0.95,10.06,0.5931,0.74,23.988802883331932,41.77836042797354,40.706560784928335,79.79143792056232,31.859583584112585,Moderate,98.8
REC_2018_08_D_022,20180801,22,1,0,0,0.0,-0.2927,0.4285,54.4,4.64,0.95,13.96,0.5914,0.74,20.21310668996956,58.72107021119209,36.29957434159076,29.975688087193262,43.82395552774793,Critical,108.8
REC_2018_08_D_023,20180801,23,1,0,0,0.0,-0.822,-0.0839,47.04,5.56,0.95,10.01,0.5701,0.74,20.80118856708362,50.66555724112025,50.83593649130397,67.4718696670559,38.12135606981996,High,69.1
REC_2018_08_D_024,20180801,24,2,1,0,2.75,-0.2977,0.4779,48.09,4.21,0.95,9.62,0.6394,0.74,18.7077318854854,8.341407160644252,32.3606663894313,72.90231214352876,21.20737552445876,Low,132.7
REC_2018_08_D_025,20180801,25,2,1,0,3.72,0.6209,0.1827,39.5,6.55,0.95,7.47,0.6326,0.74,17.425000738226753,61.78981770489074,75.652550702432,65.00650473430196,46.58679137643832,Critical,86.5
REC_2018_08_D_026,20180801,26,1,0,0,0.0,0.3351,1.1559,36.42,5.35,0.95,16.4,0.5849,0.74,19.36342002775324,50.73163680260215,52.12339837776163,47.89394353566119,41.94399609628468,Critical,104.9
REC_2018_08_D_027,20180801,27,1,0,0,0.0,-0.3284,0.3069,33.49,3.86,0.95,13.07,0.626,0.74,13.836094001408895,50.63316187805143,50.47138210144281,29.340379342324773,43.55888832683128,Critical,90.6
REC_2018_08_D_028,20180801,28,1,0,0,0.0,0.5456,1.3205,29.59,6.14,0.95,13.33,0.6699,0.74,20.116221123446117,24.448068589559043,61.088561755721535,82.80426005576516,30.858171912200945,Low,107.6
REC_2018_08_D_029,20180801,29,2,1,0,3.44,0.1935,-1.1201,23.51,4.68,0.95,10.69,0.6057,0.74,14.222432246693693,52.74503271216514,48.50880863065644,52.214281322447945,39.13733374522391,High,66.1
REC_2018_08_D_030,20180801,30,1,0,0,0.0,0.2461,0.4565,19.42,4.88,0.95,10.66,0.6676,0.74,9.884709779210269,21.822039953416304,49.34496101382907,37.26440046856768,33.30428308186089,Moderate,106.1
REC_2018_08_D_031,20180801,31,1,0,0,0.0,-1.1832,-0.0316,61.76,4.72,0.95,6.72,0.5949,0.66,27.39456631039712,43.84141071866844,62.12462609090435,83.17005310944502,38.07586847362332,High,96.2
REC_2018_08_D_032,20180801,32,1,0,0,0.0,-1.0075,1.3544,51.37,5.03,0.95,14.39,0.683,0.66,30.085514402981747,20.99103786593248,37.320482078787634,36.64276821210599,36.27498066465336,High,54.9
REC_2018_08_D_033,20180801,33,1,0,0,0.0,-0.1919,0.961,49.19,4.93,0.95,14.89,0.6136,0.66,20.24819963561768,46.71144141642682,44.22766486045745,77.87630212686983,33.233976034532404,Moderate,135.8
REC_2018_08_D_034,20180801,34,1,0,0,0.0,-0.0633,-0.7144,45.29,5.19,0.95,6.49,0.6085,0.66,16.66708589123229,36.46349643696107,34.5615563954576,71.50367166470852,28.45565464253265,Low,133.1
REC_2018_08_D_035,20180801,35,1,0,0,0.0,0.4347,-0.7627,38.79,7.15,0.95,9.1,0.6499,0.66,18.275365525344547,13.769059273802393,54.16130950748935,24.030360039539804,37.65912984501834,High,93.0
REC_2018_08_D_036,20180801,36,1,0,0,0.0,-1.0205,-1.6016,35.46,4.47,0.95,7.21,0.6024,0.66,26.96141189142949,24.37909522159899,34.552456639368025,59.509637001638666,30.919384132342863,Low,131.5
REC_2018_08_D_037,20180801,37,1,0,0,0.0,0.6646,-2.4697,32.12,6.16,0.95,8.24,0.6657,0.66,27.645038268139174,40.074163586472416,21.629661348054885,69.4011307713372,29.83924155980614,Low,72.1
REC_2018_08_D_038,20180801,38,1,0,0,0.0,-0.4067,-0.6858,27.8,3.7,0.95,10.78,0.6555,0.66,14.447792987411166,32.609795150804665,28.56103657087448,72.48856547172969,25.1293327322972,Low,56.8
REC_2018_08_D_039,20180801,39,1,0,0,0.0,-0.0583,-0.5822,22.3,4.23,0.95,14.76,0.5817,0.66,9.280497032797346,12.69337473254878,50.70692247425652,37.13899380455376,31.206424650629778,Moderate,45.4
REC_2018_08_D_040,20180801,40,1,0,0,0.0,-0.4356,-2.257,17.78,3.93,0.95,15.3,0.5988,0.66,20.371163413882176,75.21184859888267,26.74990947228804,67.79356730617951,38.04307508072143,High,107.0
REC_2018_08_D_041,20180801,41,1,0,0,0.0,-1.0593,0.7824,56.75,4.45,0.95,5.6,0.5858,0.58,28.47640144881396,57.458149974145584,64.89355208390137,70.43032051580803,45.04478184599432,Critical,92.6
REC_2018_08_D_042,20180801,42,1,0,0,0.0,-0.1845,-1.4978,56.68,5.31,0.95,8.01,0.6762,0.58,24.77458574171262,5.1152002450060206,37.34710255636375,56.018061869838576,26.844339048888514,Low,110.6
REC_2018_08_D_043,20180801,43,1,0,0,0.0,0.5609,1.4847,48.0,7.19,0.95,10.05,0.6303,0.58,25.463663499770483,57.08601562645466,47.32618606133418,92.49202795086,35.24374388170636,Moderate,88.4
REC_2018_08_D_044,20180801,44,1,0,0,0.0,0.0461,0.0968,43.39,5.75,0.95,13.96,0.6419,0.58,12.114499417055717,30.591861484598336,25.970073808965687,70.54438597355876,23.66595645379597,Low,153.3
REC_2018_08_D_045,20180801,45,1,0,0,0.0,-0.9208,0.7701,37.47,4.58,0.95,5.77,0.6298,0.58,21.655194448085798,46.35745848035115,50.40326171101359,69.90553090766197,36.70563220073453,High,58.4
REC_2018_08_D_046,20180801,46,1,0,0,0.0,0.7315,-0.896,34.9,5.85,0.95,9.34,0.6652,0.58,19.9606555577312,32.17089697076981,44.11842677240762,61.24371642535475,32.81178431804277,Moderate,76.8
REC_2018_08_D_047,20180801,47,1,0,0,0.0,1.0888,-0.2902,29.85,8.36,0.95,7.74,0.622,0.58,18.301087358017217,45.74157023420421,49.23752985713009,46.90656110142344,39.853789009954056,High,125.4
REC_2018_08_D_048,20180801,48,1,0,0,0.0,-0.5618,1.851,24.4,4.3,0.95,12.83,0.6695,0.58,20.668192066913644,29.98368470777941,57.43429265374266,35.391187957633214,40.97671436892797,High,81.3
REC_2018_08_D_049,20180801,49,1,0,0,0.0,-0.2769,1.258,21.42,4.61,0.95,23.89,0.6656,0.58,14.11085718488195,19.192450665262484,53.37893414996034,17.5796152907188,38.86018030112653,High,73.5
REC_2018_08_D_050,20180801,50,1,0,0,0.0,-0.6479,-0.2605,15.67,4.3,0.95,19.14,0.6041,0.58,10.234415266849544,47.681017602218624,27.69028943038296,73.32477020445036,27.248197297315187,Low,101.0
REC_2018_08_D_051,20180801,51,1,0,0,0.0,0.0267,0.6793,59.33,5.66,0.95,10.54,0.6575,0.5,19.22020258863385,27.92128235331925,38.27582972582212,72.02587933451491,27.910162929472516,Low,110.3
REC_2018_08_D_052,20180801,52,1,0,0,0.0,-0.2383,-0.771,55.06,6.14,0.95,11.81,0.6424,0.5,20.32288553630755,11.848665665346788,54.200791945221546,48.293077882849694,32.95061448696441,Moderate,49.6
REC_2018_08_D_053,20180801,53,1,0,0,0.0,0.4124,0.1693,46.96,6.54,0.95,7.19,0.5665,0.5,16.21980310845517,40.5686367631134,44.014042776967,73.42604874190063,31.326401069176526,Moderate,87.5
REC_2018_08_D_054,20180801,54,1,0,0,0.0,0.5679,2.8584,43.83,6.87,0.95,16.96,0.6501,0.5,31.315010284700275,35.86924653438236,50.46821428817243,42.15283631345357,42.54830102835807,Critical,98.6
REC_2018_08_D_055,20180801,55,1,0,0,0.0,-0.1366,0.301,40.83,4.91,0.95,11.63,0.5401,0.5,12.781868716909104,72.7063909330949,74.0972083061645,78.03181998873931,44.92909642713972,Critical,54.6
REC_2018_08_D_056,20180801,56,1,0,0,0.0,-0.6172,0.5339,34.04,5.96,0.95,15.34,0.6275,0.5,16.25834655023134,52.83199127075826,28.642757935680585,89.4144058835145,27.36331008997621,Low,72.7
REC_2018_08_D_057,20180801,57,1,0,0,0.0,0.0447,-1.3063,27.38,6.19,0.95,9.71,0.626,0.5,13.587616467716122,38.3751525553464,32.76664183569189,57.61306291619957,30.3391209548345,Low,157.7
REC_2018_08_D_058,20180801,58,1,0,0,0.0,-0.6816,-0.2011,30.66,4.25,0.95,7.12,0.5979,0.5,14.029531612455315,61.747901541836114,72.82760562305128,62.90970328309983,45.27079561833848,Critical,118.6
REC_2018_08_D_059,20180801,59,1,0,0,0.0,1.1556,-0.1683,21.12,7.8,0.95,8.58,0.6531,0.5,15.209112618129218,13.018560403002304,64.7071138453799,80.69962711614923,27.85422692430447,Low,54.3
REC_2018_08_D_060,20180801,60,1,0,0,0.0,-0.9723,1.6618,12.95,4.36,0.95,25.08,0.5761,0.5,19.4037059655314,45.941318967148895,52.49473604011697,68.97721182437782,36.634683176600326,High,87.3
REC_2018_08_D_061,20180801,61,1,0,0,0.0,0.6511,-0.1983,60.19,6.86,0.95,7.02,0.6155,0.449,21.94375728060135,51.03237883608748,24.64712979529749,79.85363027649267,29.532278286728115,Low,84.1
REC_2018_08_D_062,20180801,62,1,0,0,0.0,-0.8777,-1.1597,53.29,4.69,0.95,8.94,0.6323,0.444,27.12596552373715,28.300282103676043,48.26710791312465,41.64915797394693,38.949805566531936,High,34.1
REC_2018_08_D_063,20180801,63,1,0,0,0.0,0.1386,0.2328,48.58,7.54,0.95,5.19,0.6953,0.475,14.50667463803601,37.01164561068977,51.87447274247596,49.61876716400182,36.64977854690187,High,137.2
REC_2018_08_D_064,20180801,64,1,0,0,0.0,-0.6382,-1.5456,43.85,5.58,0.95,7.2,0.5892,0.446,24.446087406215725,62.92763340273532,35.34463147943476,54.12105613994024,41.07768121441919,Critical,73.5
REC_2018_08_D_065,20180801,65,1,0,0,0.0,1.0862,1.5606,41.54,9.03,0.95,17.71,0.6537,0.495,28.044801251926543,20.240539950938206,73.27815861597904,29.723922439169268,45.848330529473415,Critical,120.9
REC_2018_08_D_066,20180801,66,1,0,0,0.0,-0.1271,-0.5503,37.73,5.41,0.95,8.34,0.636,0.445,12.82663565434867,28.48096086829109,42.4017643110071,60.78226910898682,29.412218169331783,Low,50.3
REC_2018_08_D_067,20180801,67,1,0,0,0.0,-0.8287,1.2856,32.72,4.19,0.9466,21.15,0.5859,0.508,21.854732118369576,56.08416925076305,46.48294900970395,72.12231061639764,37.773737077348095,High,129.2
REC_2018_08_D_068,20180801,68,1,0,0,0.0,-0.0499,-0.0956,27.84,5.41,0.95,9.12,0.5797,0.467,6.9667208673360745,51.034273143504656,68.82528845523974,65.07246915636304,39.04041282861432,High,49.1
REC_2018_08_D_069,20180801,69,1,0,0,0.0,-0.7728,-1.8641,21.59,4.36,0.95,8.48,0.6425,0.515,21.35862355651588,18.240438489484653,39.46174978408679,56.50259665509807,29.532614804328013,Low,130.7
REC_2018_08_D_070,20180801,70,1,0,0,0.0,-0.1967,1.2399,16.72,4.38,0.95,21.57,0.6566,0.517,11.57625556725316,25.63655020820005,35.93140746796563,80.85725158409807,22.693415772397756,Low,86.6
REC_2018_08_D_071,20180801,71,1,0,0,0.0,-0.2375,-1.0427,58.57,6.39,0.95,6.35,0.6222,0.365,21.977656213428894,54.15905091388214,55.74090803043034,67.14309046770973,40.639668506564846,High,112.7
REC_2018_08_D_072,20180801,72,1,0,0,0.0,-0.8139,-0.5272,57.61,5.03,0.95,8.58,0.605,0.362,23.86807429987913,18.85155183658014,59.41025133622982,77.92060208580553,31.14175266600512,Moderate,83.6
REC_2018_08_D_073,20180801,73,1,0,0,0.0,-0.7621,-0.7911,48.83,5.7,0.95,5.85,0.6283,0.383,22.456642600351028,6.106037798835583,61.236968644141925,38.49202522477566,35.874339345894555,Moderate,58.1
REC_2018_08_D_074,20180801,74,1,0,0,0.0,-0.2324,-0.7072,48.12,6.14,0.95,12.04,0.6087,0.393,17.26731948922809,64.85550048998749,73.9787039576685,71.19525895692807,45.64969516729681,Critical,85.4
REC_2018_08_D_075,20180801,75,2,1,0,3.48,0.9931,1.6232,36.23,7.53,0.95,12.43,0.6205,0.385,25.373504587657177,36.612097731371605,13.363900151154551,66.43993476479572,26.818063893969548,Low,58.6
REC_2018_08_D_076,20180801,76,1,0,0,0.0,-0.6389,0.7899,38.97,5.8,0.95,13.56,0.5961,0.36,18.400872876366392,43.90038073636651,40.445272408107584,61.82453979737786,34.24176718955287,Moderate,95.7
REC_2018_08_D_077,20180801,77,1,0,0,0.0,0.4191,0.1673,31.5,5.27,0.95,13.67,0.5778,0.385,11.106427649148474,60.755894465365735,61.64748972693583,65.72220916397846,40.78833251002424,High,88.1
REC_2018_08_D_078,20180801,78,1,0,0,0.0,-0.3236,0.093,27.48,4.05,0.95,22.01,0.6359,0.425,8.961991212126993,26.31788686447562,38.63060840327855,67.76756713697992,25.372207753180657,Low,65.3
REC_2018_08_D_079,20180801,79,1,0,0,0.0,0.8175,-1.0965,22.96,5.74,0.95,13.29,0.637,0.388,17.17834681158503,33.47389916082457,69.14350928869501,51.289444526100645,40.54996725063528,High,85.5
REC_2018_08_D_080,20180801,80,1,0,0,0.0,0.8034,0.5191,15.59,5.34,0.95,15.35,0.5861,0.351,11.560053495816458,32.05784194890292,51.02901124220326,63.41947823686303,31.55583369914888,Moderate,100.3
REC_2018_08_D_081,20180801,81,1,0,0,0.0,0.129,0.426,56.82,6.66,0.95,12.47,0.663,0.315,16.866554598635318,66.23802828235068,46.598088812255554,71.18403012517044,39.03218962820807,High,77.2
REC_2018_08_D_082,20180801,82,1,0,0,0.0,-0.0344,-1.1844,52.82,6.04,0.95,11.73,0.5621,0.346,19.216758832521386,66.3037404340724,36.53525571352939,57.44433978482565,39.98590872969173,High,138.7
REC_2018_08_D_083,20180801,83,1,0,0,0.0,-0.4817,0.6136,49.71,5.38,0.95,8.71,0.6794,0.284,18.70545975303795,70.20372633725829,65.05008879416324,40.02864268669055,51.41936317142866,Critical,67.5
REC_2018_08_D_084,20180801,84,1,0,0,0.0,-0.5928,-0.5813,46.09,5.41,0.95,9.8,0.6725,0.299,18.541349481797777,9.304145634843293,64.36634144859508,51.07909247142894,33.76420812111314,Moderate,132.0
REC_2018_08_D_085,20180801,85,1,0,0,0.0,-0.0978,1.5155,37.16,5.67,0.95,14.27,0.5745,0.337,17.0030900033261,61.62784692405083,48.340784224104496,59.00350829165036,40.79238312970659,High,46.1
REC_2018_08_D_086,20180801,86,2,1,0,3.77,0.6739,1.5143,37.41,7.68,0.95,11.41,0.567,0.286,21.74631502184034,67.92039818984033,54.86070461332965,42.23072003303664,48.77302620073727,Critical,102.9
REC_2018_08_D_087,20180801,87,1,0,0,0.0,-0.5693,-0.7582,33.8,5.6,0.95,12.47,0.6287,0.292,15.717888871210588,31.210791226833432,61.47820706611718,58.64352724976008,36.15891078464881,High,54.5
REC_2018_08_D_088,20180801,88,1,0,0,0.0,1.6821,0.7936,25.27,9.03,0.95,18.24,0.5737,0.294,23.10664482906423,80.88105302951558,45.12614800124352,58.909892603797616,46.651815185649525,Critical,124.6
REC_2018_08_D_089,20180801,89,1,0,0,0.0,-1.2849,0.7363,20.32,4.41,0.95,13.04,0.6895,0.351,18.277535087138517,53.90216232964976,44.8541956985197,72.08396508259094,35.75555701666573,Moderate,61.2
REC_2018_08_D_090,20180801,90,1,0,0,0.0,0.7256,0.4274,16.01,6.13,0.95,18.03,0.6104,0.294,10.157153360966271,20.626373056878137,81.2202862415644,73.49987897706603,33.80883503748731,Moderate,79.9
REC_2018_08_D_091,20180801,91,1,0,0,0.0,0.4669,0.6725,55.99,8.98,0.95,8.69,0.6313,0.27,20.621248116586997,51.20799653452584,66.93782311851851,73.49964172635276,41.02290100296664,High,92.6
REC_2018_08_D_092,20180801,92,1,0,0,0.0,1.0708,0.0806,53.32,8.03,0.95,8.99,0.7155,0.267,21.841080501707708,5.772324559440619,62.76956154782776,68.71857292387617,29.94408109255417,Low,154.6
REC_2018_08_D_093,20180801,93,1,0,0,0.0,0.9057,-0.3232,51.73,8.11,0.95,9.62,0.733,0.269,21.28657697288669,21.716903782471693,24.762202715333565,20.748070086702946,33.85613569897673,Moderate,42.7
