Prediction_ID,GeographyKey,Prediction_DateKey,Forecast_DateKey,Predicted_Disaster_Probability,Predicted_Disaster_Class,Alert_Level,Decision_Threshold,Actual_Disaster_Occurred,Expected_Economic_Risk_Million,Prediction_Type,Is_Out_Of_Sample,Model_Version,Training_End_Date
REC_2025_08_D_011,11,20250801,20250901,0.35384616255760193,1,High,0.1708459109067917,0.0,73.84112747137863,Final test,1,3.1,2022-12-01
REC_2025_09_D_011,11,20250901,20251001,0.35384616255760193,1,High,0.1708459109067917,0.0,73.70398832908865,Final test,1,3.1,2022-12-01
REC_2025_10_D_011,11,20251001,20251101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,227.47638764337472,Final test,1,3.1,2022-12-01
REC_2025_11_D_011,11,20251101,20251201,0.75,1,Critical,0.1708459109067917,0.0,212.68030890738777,Final test,1,3.1,2022-12-01
REC_2015_01_D_012,12,20150101,20150201,0.012903225608170033,0,Low,0.1708459109067917,0.0,3.210061161986743,Training fitted,0,3.1,2022-12-01
REC_2015_02_D_012,12,20150201,20150301,0.08920187503099442,0,Low,0.1708459109067917,0.0,20.1043667571573,Training fitted,0,3.1,2022-12-01
REC_2015_03_D_012,12,20150301,20150401,0.46875,1,High,0.1708459109067917,0.0,150.24141142591375,Training fitted,0,3.1,2022-12-01
REC_2015_04_D_012,12,20150401,20150501,0.4000000059604645,1,High,0.1708459109067917,1.0,130.81169948359405,Training fitted,0,3.1,2022-12-01
REC_2015_05_D_012,12,20150501,20150601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,74.14621339297506,Training fitted,0,3.1,2022-12-01
REC_2015_06_D_012,12,20150601,20150701,0.08920187503099442,0,Low,0.1708459109067917,0.0,29.203098322248387,Training fitted,0,3.1,2022-12-01
REC_2015_07_D_012,12,20150701,20150801,0.375,1,High,0.1708459109067917,0.0,106.72952806395405,Training fitted,0,3.1,2022-12-01
REC_2015_08_D_012,12,20150801,20150901,0.4000000059604645,1,High,0.1708459109067917,1.0,117.1300917038772,Training fitted,0,3.1,2022-12-01
REC_2015_09_D_012,12,20150901,20151001,0.4000000059604645,1,High,0.1708459109067917,1.0,122.8407560372909,Training fitted,0,3.1,2022-12-01
REC_2015_10_D_012,12,20151001,20151101,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,82.59706261514924,Training fitted,0,3.1,2022-12-01
REC_2015_11_D_012,12,20151101,20151201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,92.97223246532988,Training fitted,0,3.1,2022-12-01
REC_2015_12_D_012,12,20151201,20160101,0.057692307978868484,0,Low,0.1708459109067917,0.0,17.438817048234746,Training fitted,0,3.1,2022-12-01
REC_2016_01_D_012,12,20160101,20160201,0.057692307978868484,0,Low,0.1708459109067917,0.0,18.390290900100076,Training fitted,0,3.1,2022-12-01
REC_2016_02_D_012,12,20160201,20160301,0.08920187503099442,0,Low,0.1708459109067917,0.0,28.506692547802874,Training fitted,0,3.1,2022-12-01
REC_2016_03_D_012,12,20160301,20160401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,241.28774652561668,Training fitted,0,3.1,2022-12-01
REC_2016_04_D_012,12,20160401,20160501,0.4000000059604645,1,High,0.1708459109067917,1.0,141.24842131591197,Training fitted,0,3.1,2022-12-01
REC_2016_05_D_012,12,20160501,20160601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,94.13539552125351,Training fitted,0,3.1,2022-12-01
REC_2016_06_D_012,12,20160601,20160701,0.08920187503099442,0,Low,0.1708459109067917,0.0,36.64329653627864,Training fitted,0,3.1,2022-12-01
REC_2016_07_D_012,12,20160701,20160801,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,71.54897234456459,Training fitted,0,3.1,2022-12-01
REC_2016_08_D_012,12,20160801,20160901,0.3246462941169739,1,High,0.1708459109067917,0.0,94.78958114694164,Training fitted,0,3.1,2022-12-01
REC_2016_09_D_012,12,20160901,20161001,0.35384616255760193,1,High,0.1708459109067917,1.0,114.82464945543019,Training fitted,0,3.1,2022-12-01
REC_2016_10_D_012,12,20161001,20161101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,360.9196391600115,Training fitted,0,3.1,2022-12-01
REC_2016_11_D_012,12,20161101,20161201,0.08955223858356476,0,Low,0.1708459109067917,0.0,40.96160645474857,Training fitted,0,3.1,2022-12-01
REC_2016_12_D_012,12,20161201,20170101,0.057692307978868484,0,Low,0.1708459109067917,0.0,17.738591086797257,Training fitted,0,3.1,2022-12-01
REC_2017_01_D_012,12,20170101,20170201,0.057692307978868484,0,Low,0.1708459109067917,0.0,15.029538982588576,Training fitted,0,3.1,2022-12-01
REC_2017_02_D_012,12,20170201,20170301,0.04545454680919647,0,Low,0.1708459109067917,0.0,11.794507416428017,Training fitted,0,3.1,2022-12-01
REC_2017_03_D_012,12,20170301,20170401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,236.38123917637262,Training fitted,0,3.1,2022-12-01
REC_2017_04_D_012,12,20170401,20170501,0.75,1,Critical,0.1708459109067917,1.0,325.6357635435515,Training fitted,0,3.1,2022-12-01
REC_2017_05_D_012,12,20170501,20170601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,104.64982223763553,Training fitted,0,3.1,2022-12-01
REC_2017_06_D_012,12,20170601,20170701,0.08955223858356476,0,Low,0.1708459109067917,0.0,37.16646177734751,Training fitted,0,3.1,2022-12-01
REC_2017_07_D_012,12,20170701,20170801,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,71.02527318551985,Training fitted,0,3.1,2022-12-01
REC_2017_08_D_012,12,20170801,20170901,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,76.63476186588603,Training fitted,0,3.1,2022-12-01
REC_2017_09_D_012,12,20170901,20171001,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,66.86867476475582,Training fitted,0,3.1,2022-12-01
REC_2017_10_D_012,12,20171001,20171101,0.75,1,Critical,0.1708459109067917,1.0,300.3082500160465,Training fitted,0,3.1,2022-12-01
REC_2017_11_D_012,12,20171101,20171201,0.6052631735801697,1,Critical,0.1708459109067917,0.0,289.27937562381317,Training fitted,0,3.1,2022-12-01
REC_2017_12_D_012,12,20171201,20180101,0.08920187503099442,0,Low,0.1708459109067917,0.0,30.206141177698527,Training fitted,0,3.1,2022-12-01
REC_2018_01_D_012,12,20180101,20180201,0.04545454680919647,0,Low,0.1708459109067917,0.0,15.123509826218426,Training fitted,0,3.1,2022-12-01
REC_2018_02_D_012,12,20180201,20180301,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.148256200680032,Training fitted,0,3.1,2022-12-01
REC_2018_03_D_012,12,20180301,20180401,0.75,1,Critical,0.1708459109067917,1.0,333.21403399160096,Training fitted,0,3.1,2022-12-01
REC_2018_04_D_012,12,20180401,20180501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,263.66694541542057,Training fitted,0,3.1,2022-12-01
REC_2018_05_D_012,12,20180501,20180601,0.4000000059604645,1,High,0.1708459109067917,0.0,240.40593752337102,Training fitted,0,3.1,2022-12-01
REC_2018_06_D_012,12,20180601,20180701,0.057692307978868484,0,Low,0.1708459109067917,0.0,25.90547164038558,Training fitted,0,3.1,2022-12-01
REC_2018_07_D_012,12,20180701,20180801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,66.5842654439115,Training fitted,0,3.1,2022-12-01
REC_2018_08_D_012,12,20180801,20180901,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,58.46383594173904,Training fitted,0,3.1,2022-12-01
REC_2018_09_D_012,12,20180901,20181001,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,67.96174762619604,Training fitted,0,3.1,2022-12-01
REC_2018_10_D_012,12,20181001,20181101,0.75,1,Critical,0.1708459109067917,0.0,329.03286150336044,Training fitted,0,3.1,2022-12-01
REC_2018_11_D_012,12,20181101,20181201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,100.75411148607125,Training fitted,0,3.1,2022-12-01
REC_2018_12_D_012,12,20181201,20190101,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.106319254797586,Training fitted,0,3.1,2022-12-01
REC_2019_01_D_012,12,20190101,20190201,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.438262957595269,Training fitted,0,3.1,2022-12-01
REC_2019_02_D_012,12,20190201,20190301,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.023166753907858,Training fitted,0,3.1,2022-12-01
REC_2019_03_D_012,12,20190301,20190401,0.5,1,Critical,0.1708459109067917,0.0,204.3771107362977,Training fitted,0,3.1,2022-12-01
REC_2019_04_D_012,12,20190401,20190501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,273.5842200995885,Training fitted,0,3.1,2022-12-01
REC_2019_05_D_012,12,20190501,20190601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,92.13662509492744,Training fitted,0,3.1,2022-12-01
REC_2019_06_D_012,12,20190601,20190701,0.08920187503099442,0,Low,0.1708459109067917,0.0,30.517394440164022,Training fitted,0,3.1,2022-12-01
REC_2019_07_D_012,12,20190701,20190801,0.35384616255760193,1,High,0.1708459109067917,0.0,117.01851046273036,Training fitted,0,3.1,2022-12-01
REC_2019_08_D_012,12,20190801,20190901,0.35384616255760193,1,High,0.1708459109067917,0.0,106.455900040284,Training fitted,0,3.1,2022-12-01
REC_2019_09_D_012,12,20190901,20191001,0.35384616255760193,1,High,0.1708459109067917,1.0,105.98443042245087,Training fitted,0,3.1,2022-12-01
REC_2019_10_D_012,12,20191001,20191101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,389.93693502117844,Training fitted,0,3.1,2022-12-01
REC_2019_11_D_012,12,20191101,20191201,0.16628219187259674,0,Low,0.1708459109067917,0.0,103.48786688972592,Training fitted,0,3.1,2022-12-01
REC_2019_12_D_012,12,20191201,20200101,0.04545454680919647,0,Low,0.1708459109067917,0.0,20.30376255677543,Training fitted,0,3.1,2022-12-01
REC_2020_01_D_012,12,20200101,20200201,0.05970149114727974,0,Low,0.1708459109067917,0.0,20.047263818065428,Training fitted,0,3.1,2022-12-01
REC_2020_02_D_012,12,20200201,20200301,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.223844549602522,Training fitted,0,3.1,2022-12-01
REC_2020_03_D_012,12,20200301,20200401,0.46875,1,High,0.1708459109067917,0.0,213.46937784657698,Training fitted,0,3.1,2022-12-01
REC_2020_04_D_012,12,20200401,20200501,0.375,1,High,0.1708459109067917,1.0,143.63028324845868,Training fitted,0,3.1,2022-12-01
REC_2020_05_D_012,12,20200501,20200601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,89.6172247333585,Training fitted,0,3.1,2022-12-01
REC_2020_06_D_012,12,20200601,20200701,0.15000000596046448,0,Low,0.1708459109067917,1.0,66.71321618957718,Training fitted,0,3.1,2022-12-01
REC_2020_07_D_012,12,20200701,20200801,0.35384616255760193,1,High,0.1708459109067917,0.0,121.45071771581435,Training fitted,0,3.1,2022-12-01
REC_2020_08_D_012,12,20200801,20200901,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,57.29200423171489,Training fitted,0,3.1,2022-12-01
REC_2020_09_D_012,12,20200901,20201001,0.35384616255760193,1,High,0.1708459109067917,1.0,117.92357390336865,Training fitted,0,3.1,2022-12-01
REC_2020_10_D_012,12,20201001,20201101,0.75,1,Critical,0.1708459109067917,1.0,349.47560844479807,Training fitted,0,3.1,2022-12-01
REC_2020_11_D_012,12,20201101,20201201,0.15000000596046448,0,Low,0.1708459109067917,0.0,76.97809634889462,Training fitted,0,3.1,2022-12-01
REC_2020_12_D_012,12,20201201,20210101,0.05970149114727974,0,Low,0.1708459109067917,0.0,19.102691667206404,Training fitted,0,3.1,2022-12-01
REC_2021_01_D_012,12,20210101,20210201,0.05970149114727974,0,Low,0.1708459109067917,0.0,18.139225517809283,Training fitted,0,3.1,2022-12-01
REC_2021_02_D_012,12,20210201,20210301,0.029411764815449715,0,Low,0.1708459109067917,0.0,9.14392748245419,Training fitted,0,3.1,2022-12-01
REC_2021_03_D_012,12,20210301,20210401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,243.0465549164807,Training fitted,0,3.1,2022-12-01
REC_2021_04_D_012,12,20210401,20210501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,245.29469895946255,Training fitted,0,3.1,2022-12-01
REC_2021_05_D_012,12,20210501,20210601,0.35384616255760193,1,High,0.1708459109067917,0.0,170.49985998052824,Training fitted,0,3.1,2022-12-01
REC_2021_06_D_012,12,20210601,20210701,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,70.41894396113678,Training fitted,0,3.1,2022-12-01
REC_2021_07_D_012,12,20210701,20210801,0.35384616255760193,1,High,0.1708459109067917,0.0,113.2810124729852,Training fitted,0,3.1,2022-12-01
REC_2021_08_D_012,12,20210801,20210901,0.35384616255760193,1,High,0.1708459109067917,0.0,126.9184802182781,Training fitted,0,3.1,2022-12-01
REC_2021_09_D_012,12,20210901,20211001,0.35384616255760193,1,High,0.1708459109067917,1.0,119.40099099757836,Training fitted,0,3.1,2022-12-01
REC_2021_10_D_012,12,20211001,20211101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,388.5424812364599,Training fitted,0,3.1,2022-12-01
REC_2021_11_D_012,12,20211101,20211201,0.08955223858356476,0,Low,0.1708459109067917,0.0,44.89534336139158,Training fitted,0,3.1,2022-12-01
REC_2021_12_D_012,12,20211201,20220101,0.08920187503099442,0,Low,0.1708459109067917,0.0,30.386733045965197,Training fitted,0,3.1,2022-12-01
REC_2022_01_D_012,12,20220101,20220201,0.04545454680919647,0,Low,0.1708459109067917,0.0,13.171370193560048,Training fitted,0,3.1,2022-12-01
REC_2022_02_D_012,12,20220201,20220301,0.05970149114727974,0,Low,0.1708459109067917,0.0,14.37822298774766,Training fitted,0,3.1,2022-12-01
REC_2022_03_D_012,12,20220301,20220401,0.46875,1,High,0.1708459109067917,0.0,165.4835345666182,Training fitted,0,3.1,2022-12-01
REC_2022_04_D_012,12,20220401,20220501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,247.4794000022608,Training fitted,0,3.1,2022-12-01
REC_2022_05_D_012,12,20220501,20220601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,97.09570461553524,Training fitted,0,3.1,2022-12-01
REC_2022_06_D_012,12,20220601,20220701,0.15000000596046448,0,Low,0.1708459109067917,0.0,58.66723194618014,Training fitted,0,3.1,2022-12-01
REC_2022_07_D_012,12,20220701,20220801,0.35384616255760193,1,High,0.1708459109067917,0.0,145.84360565560405,Training fitted,0,3.1,2022-12-01
REC_2022_08_D_012,12,20220801,20220901,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,80.85790311283831,Training fitted,0,3.1,2022-12-01
REC_2022_09_D_012,12,20220901,20221001,0.35384616255760193,1,High,0.1708459109067917,1.0,129.9268645554293,Training fitted,0,3.1,2022-12-01
REC_2022_10_D_012,12,20221001,20221101,0.75,1,Critical,0.1708459109067917,1.0,326.16865998209687,Training fitted,0,3.1,2022-12-01
REC_2022_11_D_012,12,20221101,20221201,0.15000000596046448,0,Low,0.1708459109067917,0.0,67.5166070977852,Training fitted,0,3.1,2022-12-01
REC_2022_12_D_012,12,20221201,20230101,0.012903225608170033,0,Low,0.1708459109067917,0.0,3.9196422667855377,Training fitted,0,3.1,2022-12-01
REC_2023_01_D_012,12,20230101,20230201,0.012903225608170033,0,Low,0.1708459109067917,0.0,3.2721960927100713,Calibration,1,3.1,2022-12-01
REC_2023_02_D_012,12,20230201,20230301,0.05970149114727974,0,Low,0.1708459109067917,0.0,15.021862276214229,Calibration,1,3.1,2022-12-01
REC_2023_03_D_012,12,20230301,20230401,0.35384616255760193,1,High,0.1708459109067917,0.0,126.22473352451928,Calibration,1,3.1,2022-12-01
REC_2023_04_D_012,12,20230401,20230501,0.4000000059604645,1,High,0.1708459109067917,1.0,136.41173080484816,Calibration,1,3.1,2022-12-01
REC_2023_05_D_012,12,20230501,20230601,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,82.75012301762233,Calibration,1,3.1,2022-12-01
REC_2023_06_D_012,12,20230601,20230701,0.08920187503099442,0,Low,0.1708459109067917,0.0,35.017005862006236,Calibration,1,3.1,2022-12-01
REC_2023_07_D_012,12,20230701,20230801,0.08920187503099442,0,Low,0.1708459109067917,1.0,30.333905543732843,Calibration,1,3.1,2022-12-01
REC_2023_08_D_012,12,20230801,20230901,0.35384616255760193,1,High,0.1708459109067917,0.0,123.89215509070625,Calibration,1,3.1,2022-12-01
REC_2023_09_D_012,12,20230901,20231001,0.1808510571718216,1,Moderate,0.1708459109067917,1.0,53.673948250797814,Calibration,1,3.1,2022-12-01
REC_2023_10_D_012,12,20231001,20231101,0.75,1,Critical,0.1708459109067917,1.0,308.0931367766489,Calibration,1,3.1,2022-12-01
REC_2023_11_D_012,12,20231101,20231201,0.08955223858356476,0,Low,0.1708459109067917,0.0,45.770791025403035,Calibration,1,3.1,2022-12-01
REC_2023_12_D_012,12,20231201,20240101,0.05970149114727974,0,Low,0.1708459109067917,0.0,18.869733473167614,Calibration,1,3.1,2022-12-01
REC_2024_01_D_012,12,20240101,20240201,0.012903225608170033,0,Low,0.1708459109067917,0.0,4.171073964327775,Validation,1,3.1,2022-12-01
REC_2024_02_D_012,12,20240201,20240301,0.05970149114727974,0,Low,0.1708459109067917,0.0,20.158235992255307,Validation,1,3.1,2022-12-01
REC_2024_03_D_012,12,20240301,20240401,0.6052631735801697,1,Critical,0.1708459109067917,1.0,276.6475609245287,Validation,1,3.1,2022-12-01
REC_2024_04_D_012,12,20240401,20240501,0.75,1,Critical,0.1708459109067917,1.0,350.400027327461,Validation,1,3.1,2022-12-01
REC_2024_05_D_012,12,20240501,20240601,0.4000000059604645,1,High,0.1708459109067917,0.0,273.29198364641644,Validation,1,3.1,2022-12-01
REC_2024_06_D_012,12,20240601,20240701,0.05970149114727974,0,Low,0.1708459109067917,0.0,28.192656868296456,Validation,1,3.1,2022-12-01
REC_2024_07_D_012,12,20240701,20240801,0.08955223858356476,0,Low,0.1708459109067917,0.0,31.291699271712528,Validation,1,3.1,2022-12-01
REC_2024_08_D_012,12,20240801,20240901,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,62.812298282706855,Validation,1,3.1,2022-12-01
REC_2024_09_D_012,12,20240901,20241001,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,64.70060146162271,Validation,1,3.1,2022-12-01
REC_2024_10_D_012,12,20241001,20241101,0.75,1,Critical,0.1708459109067917,1.0,328.13618768150735,Validation,1,3.1,2022-12-01
REC_2024_11_D_012,12,20241101,20241201,0.6052631735801697,1,Critical,0.1708459109067917,0.0,286.19988479485903,Validation,1,3.1,2022-12-01
REC_2024_12_D_012,12,20241201,20250101,0.012903225608170033,0,Low,0.1708459109067917,0.0,5.1561105020910745,Validation,1,3.1,2022-12-01
REC_2025_01_D_012,12,20250101,20250201,0.029411764815449715,0,Low,0.1708459109067917,0.0,9.705070012177694,Final test,1,3.1,2022-12-01
REC_2025_02_D_012,12,20250201,20250301,0.04545454680919647,0,Low,0.1708459109067917,0.0,14.499306539894393,Final test,1,3.1,2022-12-01
REC_2025_03_D_012,12,20250301,20250401,0.46875,1,High,0.1708459109067917,0.0,162.86593633931565,Final test,1,3.1,2022-12-01
REC_2025_04_D_012,12,20250401,20250501,0.4000000059604645,1,High,0.1708459109067917,0.0,159.04422350054634,Final test,1,3.1,2022-12-01
REC_2025_05_D_012,12,20250501,20250601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,96.58425621325559,Final test,1,3.1,2022-12-01
REC_2025_06_D_012,12,20250601,20250701,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,55.10289428949779,Final test,1,3.1,2022-12-01
REC_2025_07_D_012,12,20250701,20250801,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,69.306638220973,Final test,1,3.1,2022-12-01
REC_2025_08_D_012,12,20250801,20250901,0.35384616255760193,1,High,0.1708459109067917,0.0,107.44506274899958,Final test,1,3.1,2022-12-01
REC_2025_09_D_012,12,20250901,20251001,0.35384616255760193,1,High,0.1708459109067917,1.0,105.70097755952493,Final test,1,3.1,2022-12-01
REC_2025_10_D_012,12,20251001,20251101,0.8181818127632141,1,Critical,0.1708459109067917,1.0,342.14549871857974,Final test,1,3.1,2022-12-01
REC_2025_11_D_012,12,20251101,20251201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,85.17917609119179,Final test,1,3.1,2022-12-01
REC_2015_01_D_013,13,20150101,20150201,0.04545454680919647,0,Low,0.1708459109067917,0.0,9.661376129021914,Training fitted,0,3.1,2022-12-01
REC_2015_02_D_013,13,20150201,20150301,0.08920187503099442,0,Low,0.1708459109067917,1.0,18.34879202438621,Training fitted,0,3.1,2022-12-01
REC_2015_03_D_013,13,20150301,20150401,0.15000000596046448,0,Low,0.1708459109067917,0.0,37.10058880778585,Training fitted,0,3.1,2022-12-01
REC_2015_04_D_013,13,20150401,20150501,0.08955223858356476,0,Low,0.1708459109067917,0.0,18.817934998549582,Training fitted,0,3.1,2022-12-01
REC_2015_05_D_013,13,20150501,20150601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,55.80269560978694,Training fitted,0,3.1,2022-12-01
REC_2015_06_D_013,13,20150601,20150701,0.08920187503099442,0,Low,0.1708459109067917,0.0,17.140583318142625,Training fitted,0,3.1,2022-12-01
REC_2015_07_D_013,13,20150701,20150801,0.15000000596046448,0,Low,0.1708459109067917,0.0,24.917145289281706,Training fitted,0,3.1,2022-12-01
REC_2015_08_D_013,13,20150801,20150901,0.08955223858356476,0,Low,0.1708459109067917,0.0,15.889069945094997,Training fitted,0,3.1,2022-12-01
REC_2015_09_D_013,13,20150901,20151001,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,30.89672845436503,Training fitted,0,3.1,2022-12-01
REC_2015_10_D_013,13,20151001,20151101,0.375,1,High,0.1708459109067917,1.0,85.20576458824635,Training fitted,0,3.1,2022-12-01
REC_2015_11_D_013,13,20151101,20151201,0.35384616255760193,1,High,0.1708459109067917,0.0,93.51629000243918,Training fitted,0,3.1,2022-12-01
REC_2015_12_D_013,13,20151201,20160101,0.08920187503099442,0,Low,0.1708459109067917,0.0,13.517180786819285,Training fitted,0,3.1,2022-12-01
REC_2016_01_D_013,13,20160101,20160201,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,36.4832393111957,Training fitted,0,3.1,2022-12-01
REC_2016_02_D_013,13,20160201,20160301,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,33.81371457909469,Training fitted,0,3.1,2022-12-01
REC_2016_03_D_013,13,20160301,20160401,0.46875,1,High,0.1708459109067917,0.0,110.04265472046046,Training fitted,0,3.1,2022-12-01
REC_2016_04_D_013,13,20160401,20160501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,153.6910507111019,Training fitted,0,3.1,2022-12-01
REC_2016_05_D_013,13,20160501,20160601,0.2068965584039688,1,Moderate,0.1708459109067917,1.0,50.899926573053044,Training fitted,0,3.1,2022-12-01
REC_2016_06_D_013,13,20160601,20160701,0.08920187503099442,0,Low,0.1708459109067917,0.0,18.915693201961943,Training fitted,0,3.1,2022-12-01
REC_2016_07_D_013,13,20160701,20160801,0.08955223858356476,0,Low,0.1708459109067917,0.0,19.151927674696708,Training fitted,0,3.1,2022-12-01
REC_2016_08_D_013,13,20160801,20160901,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,32.98642475902358,Training fitted,0,3.1,2022-12-01
REC_2016_09_D_013,13,20160901,20161001,0.1808510571718216,1,Moderate,0.1708459109067917,1.0,36.202190800300265,Training fitted,0,3.1,2022-12-01
REC_2016_10_D_013,13,20161001,20161101,0.375,1,High,0.1708459109067917,0.0,119.37404160552714,Training fitted,0,3.1,2022-12-01
REC_2016_11_D_013,13,20161101,20161201,0.08955223858356476,0,Low,0.1708459109067917,0.0,30.455609083213304,Training fitted,0,3.1,2022-12-01
REC_2016_12_D_013,13,20161201,20170101,0.04545454680919647,0,Low,0.1708459109067917,0.0,9.612245556724218,Training fitted,0,3.1,2022-12-01
REC_2017_01_D_013,13,20170101,20170201,0.08920187503099442,0,Low,0.1708459109067917,0.0,20.27864303931079,Training fitted,0,3.1,2022-12-01
REC_2017_02_D_013,13,20170201,20170301,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,42.036830718308615,Training fitted,0,3.1,2022-12-01
REC_2017_03_D_013,13,20170301,20170401,0.6052631735801697,1,Critical,0.1708459109067917,0.0,154.3794547569391,Training fitted,0,3.1,2022-12-01
REC_2017_04_D_013,13,20170401,20170501,0.6052631735801697,1,Critical,0.1708459109067917,1.0,149.82675552149772,Training fitted,0,3.1,2022-12-01
REC_2017_05_D_013,13,20170501,20170601,0.46875,1,High,0.1708459109067917,0.0,140.1624950564605,Training fitted,0,3.1,2022-12-01
REC_2017_06_D_013,13,20170601,20170701,0.08949484676122665,0,Low,0.1708459109067917,0.0,23.533763471200032,Training fitted,0,3.1,2022-12-01
REC_2017_07_D_013,13,20170701,20170801,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,38.3717069247929,Training fitted,0,3.1,2022-12-01
REC_2017_08_D_013,13,20170801,20170901,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,36.60079250370453,Training fitted,0,3.1,2022-12-01
REC_2017_09_D_013,13,20170901,20171001,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,36.7160081362357,Training fitted,0,3.1,2022-12-01
REC_2017_10_D_013,13,20171001,20171101,0.375,1,High,0.1708459109067917,0.0,91.21752133287603,Training fitted,0,3.1,2022-12-01
REC_2017_11_D_013,13,20171101,20171201,0.35384616255760193,1,High,0.1708459109067917,0.0,85.33900817812027,Training fitted,0,3.1,2022-12-01
REC_2017_12_D_013,13,20171201,20180101,0.08920187503099442,0,Low,0.1708459109067917,0.0,14.367360103747163,Training fitted,0,3.1,2022-12-01
REC_2018_01_D_013,13,20180101,20180201,0.08920187503099442,0,Low,0.1708459109067917,0.0,15.575516375441683,Training fitted,0,3.1,2022-12-01
REC_2018_02_D_013,13,20180201,20180301,0.08920187503099442,0,Low,0.1708459109067917,0.0,15.439031480847792,Training fitted,0,3.1,2022-12-01
REC_2018_03_D_013,13,20180301,20180401,0.4000000059604645,1,High,0.1708459109067917,1.0,89.93981859187532,Training fitted,0,3.1,2022-12-01
REC_2018_04_D_013,13,20180401,20180501,0.4000000059604645,1,High,0.1708459109067917,1.0,102.4313085461741,Training fitted,0,3.1,2022-12-01
REC_2018_05_D_013,13,20180501,20180601,0.2068965584039688,1,Moderate,0.1708459109067917,0.0,58.53109592951649,Training fitted,0,3.1,2022-12-01
REC_2018_06_D_013,13,20180601,20180701,0.05970149114727974,0,Low,0.1708459109067917,0.0,11.344839577794547,Training fitted,0,3.1,2022-12-01
REC_2018_07_D_013,13,20180701,20180801,0.08955223858356476,0,Low,0.1708459109067917,0.0,15.408798410076285,Training fitted,0,3.1,2022-12-01
REC_2018_08_D_013,13,20180801,20180901,0.15000000596046448,0,Low,0.1708459109067917,0.0,26.910879525536444,Training fitted,0,3.1,2022-12-01
REC_2018_09_D_013,13,20180901,20181001,0.1808510571718216,1,Moderate,0.1708459109067917,0.0,35.97966059197226,Training fitted,0,3.1,2022-12-01
REC_2018_10_D_013,13,20181001,20181101,0.46875,1,High,0.1708459109067917,1.0,115.94948384757699,Training fitted,0,3.1,2022-12-01
REC_2018_11_D_013,13,20181101,20181201,0.35384616255760193,1,High,0.1708459109067917,0.0,87.49719287215973,Training fitted,0,3.1,2022-12-01
REC_2018_12_D_013,13,20181201,20190101,0.08920187503099442,0,Low,0.1708459109067917,0.0,15.155081760918593,Training fitted,0,3.1,2022-12-01
